Stock,Stock Name,Stock Long Name,Board,Sector
"=""0169""",SMTRACK,SMTRACK BERHAD,ACE MARKET,TECHNOLOGY
"=""0170""",KANGER,KANGER INTERNATIONAL BERHAD,ACE MARKET,CONSUMER PRODUCTS & SERVICES
"=""0170WA""",KANGER-WA,KANGER INTERNATIONAL BERHAD-WARRANTS A,ACE MARKET,CONSUMER PRODUCTS & SERVICES
"=""0171""",PLABS,PETERLABS HOLDINGS BHD,ACE MARKET,CONSUMER PRODUCTS & SERVICES
"=""0172""",OCK,OCK GROUP BERHAD,MAIN MARKET,TELECOMMUNICATIONS & MEDIA
"=""0172WA""",OCK-WA,OCK GROUP BERHAD - WARRANTS A 2015/2020,MAIN MARKET,TELECOMMUNICATIONS & MEDIA
"=""0173""",REV,REV ASIA BERHAD,ACE MARKET,TELECOMMUNICATIONS & MEDIA
"=""0174""",IDMENSN,iDIMENSION CONSOLIDATED BHD,ACE MARKET,TECHNOLOGY
"=""0174WA""",IDMENSN-WA,iDIMENSION CONSOLIDATED BERHAD-WARRANTS A,ACE MARKET,TECHNOLOGY
"=""0175""",HHGROUP,HENG HUAT RESOURCES GROUP BHD,ACE MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0176""",KRONO,KRONOLOGI ASIA BERHAD,ACE MARKET,TECHNOLOGY
"=""0177""",PASUKGB,PASUKHAS GROUP BERHAD,ACE MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0178""",SEDANIA,SEDANIA INNOVATOR BERHAD,ACE MARKET,TELECOMMUNICATIONS & MEDIA
"=""0179""",BIOHLDG,BIOALPHA HOLDINGS BERHAD,ACE MARKET,CONSUMER PRODUCTS & SERVICES
"=""0179WA""",BIOHLDG-WA,BIOALPHA HOLDINGS BERHAD- WARRANTS A 2017/2022,ACE MARKET,CONSUMER PRODUCTS & SERVICES
"=""0180""",KTC,KIM TECK CHEONG CONSOLIDATED BERHAD,ACE MARKET,CONSUMER PRODUCTS & SERVICES
"=""0181""",AEMULUS,AEMULUS HOLDINGS BERHAD,ACE MARKET,TECHNOLOGY
"=""0182""",LKL,LKL INTERNATIONAL BERHAD,ACE MARKET,HEALTH CARE
"=""0183""",SALUTE,SALUTICA BERHAD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""0185""",HSSEB,HSS ENGINEERS BERHAD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0185WA""",HSSEB-WA,HSS ENGINEERS BERHAD - WARRANTS A 2018/2023,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0186""",PTRANS,PERAK TRANSIT BERHAD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""0186WA""",PTRANS-WA,PERAK TRANSIT BERHAD - WARRANTS A 2017/2020,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""0187""",BCMALL,BCM ALLIANCE BERHAD,ACE MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0188""",HLT,HLT GLOBAL BERHAD,ACE MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0188WA""",HLT-WA,HLT GLOBAL BERHAD - WARRANTS 2017/2022,ACE MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0189""",MATANG,MATANG BERHAD,ACE MARKET,PLANTATION
"=""0190""",ESAFE,EVERSAFE RUBBER BERHAD,ACE MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0191""",CABNET,CABNET HOLDINGS BERHAD,ACE MARKET,TECHNOLOGY
"=""0191WA""",CABNET-WA,CABNET HOLDINGS BERHAD - WARRANTS 2018/2021,ACE MARKET,TECHNOLOGY
"=""0192""",INTA,INTA BINA GROUP BERHAD,MAIN MARKET,CONSTRUCTION
"=""0193""",KAB,KEJURUTERAAN ASASTERA BERHAD,ACE MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0195""",BINACOM,BINASAT COMMUNICATIONS BERHAD,ACE MARKET,TELECOMMUNICATIONS & MEDIA
"=""0196""",QES,QES GROUP BERHAD,ACE MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""0197""",WEGMANS,WEGMANS HOLDINGS BERHAD,ACE MARKET,CONSUMER PRODUCTS & SERVICES
"=""0198""",GDB,GDB HOLDINGS BERHAD,ACE MARKET,CONSTRUCTION
"=""0199""",TRIMODE,TRI-MODE SYSTEM (M) BERHAD,ACE MARKET,TRANSPORTATION & LOGISTICS
"=""0200""",REVENUE,REVENUE GROUP BERHAD,ACE MARKET,TECHNOLOGY
"=""0201""",NOVA,NOVA WELLNESS GROUP BERHAD,ACE MARKET,HEALTH CARE
"=""0202""",RGTECH,RADIANT GLOBALTECH BERHAD,ACE MARKET,TECHNOLOGY
"=""0203""",SMETRIC,SECUREMETRIC BERHAD,ACE MARKET,TECHNOLOGY
"=""03001""",CLOUD,CLOUDARON GROUP BERHAD,LEAP MARKET,TECHNOLOGY
"=""03002""",REDIDEA,RED IDEAS HOLDINGS BERHAD,LEAP MARKET,TECHNOLOGY
"=""03003""",JMEDU,JM EDUCATION GROUP BERHAD,LEAP MARKET,CONSUMER PRODUCTS & SERVICES
"=""03005""",MHCARE,METRO HEALTHCARE BERHAD,LEAP MARKET,HEALTH CARE
"=""03006""",NPS,NOVA PHARMA SOLUTIONS BERHAD,LEAP MARKET,HEALTH CARE
"=""03007""",POLYMER,POLYMER LINK HOLDINGS BERHAD,LEAP MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""03008""",SLIC,SL INNOVATION CAPITAL BERHAD,LEAP MARKET,TECHNOLOGY
"=""03009""",SEERS,SEERS BERHAD,LEAP MARKET,CONSUMER PRODUCTS & SERVICES
"=""03010""",MYKRIS,MYKRIS INTERNATIONAL BERHAD,LEAP MARKET,TELECOMMUNICATIONS & MEDIA
"=""03011""",AMLEX,AMLEX HOLDINGS BERHAD,LEAP MARKET,TECHNOLOGY
"=""03013""",TOPVISN,TOPVISION EYE SPECIALIST BERHAD,LEAP MARKET,HEALTH CARE
"=""03015""",MFGROUP,MANFORCE GROUP BERHAD,LEAP MARKET,CONSUMER PRODUCTS & SERVICES
"=""03016""",CRG,CRG INCORPORATED BERHAD,LEAP MARKET,CONSUMER PRODUCTS & SERVICES
"=""0400GA""",DIN040000223,DANAINFRA NASIONAL-ETBS 4%0223,LOANS,BOND ISLAMIC
"=""0400GB""",DIN045801028,DANAINFRA NASIONAL-ETBS4.58%1028,LOANS,BOND ISLAMIC
"=""0400GC""",DIN042300721,DANAINFRA NASIONAL-ETBS 4.23%0721,LOANS,BOND ISLAMIC
"=""0401GA""",IHS046000824,IHSAN SUKUK-ETBS 4.60%0824,LOANS,BOND ISLAMIC
"=""0501CG""",CHMOBIL-CG,CHMOBIL-CG: CW CHINA MOBILE LIMITED (RHB),STRCWARR,STRUCTURED WARRANTS
"=""0502CF""",ICBC-CF,ICBC-CF: CW INDUSTRIAL AND COMMERCIAL BANK OF CHINA LIMITED (RHB),STRCWARR,STRUCTURED WARRANTS
"=""0505CF""",HKEX-CF,HKEX-CF: CW HONG KONG EXCHANGES AND CLEARING LIMITED (RHB),STRCWARR,STRUCTURED WARRANTS
"=""0508C5""",BOC-C5,BOC-C5: CW BANK OF CHINA LIMITED (RHB),STRCWARR,STRUCTURED WARRANTS
"=""0514C3""",CKHUTCH-C3,CKHUTCH-C3: CW CK HUTCHISON HOLDINGS LIMITED (RHB),STRCWARR,STRUCTURED WARRANTS
"=""0527C2""",PINGAN-C2,PINGAN-C2: CW PING AN INSURANCE (GROUP) COMPANY OF CHINA LIMITED (RHB),STRCWARR,STRUCTURED WARRANTS
"=""0541C9""",SANDS-C9,SANDS-C9: CW SANDS CHINA LIMITED (RHB),STRCWARR,STRUCTURED WARRANTS
"=""0546C7""",TENCENT-C7,TENCENT-C7: CW TENCENT HOLDINGS LIMITED (RHB),STRCWARR,STRUCTURED WARRANTS
"=""0577C2""",MENGNIU-C2,MENGNIU-C2: CW CHINA MENGNIU DAIRY COMPANY LIMITED (RHB),STRCWARR,STRUCTURED WARRANTS
"=""0579C1""",CGARDEN-C1,CGARDEN-C1: CW COUNTRY GARDEN HOLDINGS COMPANY LIMITED (RHB),STRCWARR,STRUCTURED WARRANTS
"=""0580C1""",GEELY-C1,GEELY-C1: CW GEELY AUTOMOBILE HOLDINGS LIMITED (RHB),STRCWARR,STRUCTURED WARRANTS
"=""0581C1""",XIAOMI-C1,XIAOMI-C1: CW XIAOMI CORPORATION (RHB),STRCWARR,STRUCTURED WARRANTS
"=""06503W""",FBMKLCI-C3W,FBMKLCI-C3W: CW FTSE BURSA MALAYSIA KLCI INDEX (MIBB),STRCWARR,STRUCTURED WARRANTS
"=""06503Y""",FBMKLCI-C3Y,FBMKLCI-C3Y: CW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06503Z""",FBMKLCI-C3Z,FBMKLCI-C3Z: CW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06504Y""",FBMKLCI-H4Y,FBMKLCI-H4Y: PW FTSE BURSA MALAYSIA KLCI INDEX (MIBB),STRCWARR,STRUCTURED WARRANTS
"=""06505A""",FBMKLCI-C5A,FBMKLCI-C5A: CW FTSE BURSA MALAYSIA KLCI INDEX (CIMB),STRCWARR,STRUCTURED WARRANTS
"=""06505B""",FBMKLCI-C5B,FBMKLCI-C5B: CW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06505C""",FBMKLCI-C5C,FBMKLCI-C5C: CW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06505D""",FBMKLCI-C5D,FBMKLCI-C5D: CW FTSE BURSA MALAYSIA KLCI INDEX (MIBB),STRCWARR,STRUCTURED WARRANTS
"=""06505E""",FBMKLCI-C5E,FBMKLCI-C5E: CW FTSE BURSA MALAYSIA KLCI INDEX (CIMB),STRCWARR,STRUCTURED WARRANTS
"=""06505F""",FBMKLCI-C5F,FBMKLCI-C5F: CW FTSE BURSA MALAYSIA KLCI INDEX (CIMB),STRCWARR,STRUCTURED WARRANTS
"=""06505G""",FBMKLCI-C5G,FBMKLCI-C5G: CW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06505H""",FBMKLCI-C5H,FBMKLCI-C5H: CW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06505I""",FBMKLCI-C5I,FBMKLCI-C5I: CW FTSE BURSA MALAYSIA KLCI INDEX (CIMB),STRCWARR,STRUCTURED WARRANTS
"=""06505J""",FBMKLCI-C5J,FBMKLCI-C5J: CW FTSE BURSA MALAYSIA KLCI INDEX (MIBB),STRCWARR,STRUCTURED WARRANTS
"=""06505K""",FBMKLCI-C5K,FBMKLCI-C5K: CW FTSE BURSA MALAYSIA KLCI INDEX (CIMB),STRCWARR,STRUCTURED WARRANTS
"=""06505L""",FBMKLCI-C5L,FBMKLCI-C5L: CW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06505M""",FBMKLCI-C5M,FBMKLCI-C5M: CW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06505N""",FBMKLCI-C5N,FBMKLCI-C5N: CW FTSE BURSA MALAYSIA KLCI INDEX (CIMB),STRCWARR,STRUCTURED WARRANTS
"=""06505O""",FBMKLCI-C5O,FBMKLCI-C5O: CW FTSE BURSA MALAYSIA KLCI INDEX (CIMB),STRCWARR,STRUCTURED WARRANTS
"=""06505P""",FBMKLCI-C5P,FBMKLCI-C5P: CW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06505Q""",FBMKLCI-C5Q,FBMKLCI-C5Q: CW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06506A""",FBMKLCI-H6A,FBMKLCI-H6A: PW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06506B""",FBMKLCI-H6B,FBMKLCI-H6B: PW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06506C""",FBMKLCI-H6C,FBMKLCI-H6C: PW FTSE BURSA MALAYSIA KLCI INDEX (CIMB),STRCWARR,STRUCTURED WARRANTS
"=""06506D""",FBMKLCI-H6D,FBMKLCI-H6D: PW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06506E""",FBMKLCI-H6E,FBMKLCI-H6E: PW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06506F""",FBMKLCI-H6F,FBMKLCI-H6F: PW FTSE BURSA MALAYSIA KLCI INDEX (MIBB),STRCWARR,STRUCTURED WARRANTS
"=""06506G""",FBMKLCI-H6G,FBMKLCI-H6G: PW FTSE BURSA MALAYSIA KLCI INDEX (CIMB),STRCWARR,STRUCTURED WARRANTS
"=""06506H""",FBMKLCI-H6H,FBMKLCI-H6H: PW FTSE BURSA MALAYSIA KLCI INDEX (CIMB),STRCWARR,STRUCTURED WARRANTS
"=""06506I""",FBMKLCI-H6I,FBMKLCI-H6I: PW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06506J""",FBMKLCI-H6J,FBMKLCI-H6J: PW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06506K""",FBMKLCI-H6K,FBMKLCI-H6K: PW FTSE BURSA MALAYSIA KLCI INDEX (CIMB),STRCWARR,STRUCTURED WARRANTS
"=""06506L""",FBMKLCI-H6L,FBMKLCI-H6L: PW FTSE BURSA MALAYSIA KLCI INDEX (MIBB),STRCWARR,STRUCTURED WARRANTS
"=""06506M""",FBMKLCI-H6M,FBMKLCI-H6M: PW FTSE BURSA MALAYSIA KLCI INDEX (CIMB),STRCWARR,STRUCTURED WARRANTS
"=""06506N""",FBMKLCI-H6N,FBMKLCI-H6N: PW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06506O""",FBMKLCI-H6O,FBMKLCI-H6O: PW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06506P""",FBMKLCI-H6P,FBMKLCI-H6P: PW FTSE BURSA MALAYSIA KLCI INDEX (CIMB),STRCWARR,STRUCTURED WARRANTS
"=""06506Q""",FBMKLCI-H6Q,FBMKLCI-H6Q: PW FTSE BURSA MALAYSIA KLCI INDEX (CIMB),STRCWARR,STRUCTURED WARRANTS
"=""06506R""",FBMKLCI-H6R,FBMKLCI-H6R: PW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06506S""",FBMKLCI-H6S,FBMKLCI-H6S: PW FTSE BURSA MALAYSIA KLCI INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06513N""",HSI-C3N,HSI-C3N: CW HANG SENG INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06513O""",HSI-C3O,HSI-C3O: CW HANG SENG INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06513P""",HSI-C3P,HSI-C3P: CW HANG SENG INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06513Q""",HSI-C3Q,HSI-C3Q: CW HANG SENG INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06513R""",HSI-C3R,HSI-C3R: CW HANG SENG INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06513S""",HSI-C3S,HSI-C3S: CW HANG SENG INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06513T""",HSI-C3T,HSI-C3T: CW HANG SENG INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06513U""",HSI-C3U,HSI-C3U: CW HANG SENG INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06513V""",HSI-C3V,HSI-C3V: CW HANG SENG INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06513W""",HSI-C3W,HSI-C3W: CW HANG SENG INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06513X""",HSI-C3X,HSI-C3X: CW HANG SENG INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06513Y""",HSI-C3Y,HSI-C3Y: CW HANG SENG INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06513Z""",HSI-C3Z,HSI-C3Z: CW HANG SENG INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06514O""",HSI-H4O,HSI-H4O: PW HANG SENG INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06514P""",HSI-H4P,HSI-H4P: PW HANG SENG INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06514Q""",HSI-H4Q,HSI-H4Q: PW HANG SENG INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06514R""",HSI-H4R,HSI-H4R: PW HANG SENG INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06514S""",HSI-H4S,HSI-H4S: PW HANG SENG INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06514T""",HSI-H4T,HSI-H4T: PW HANG SENG INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06514U""",HSI-H4U,HSI-H4U: PW HANG SENG INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06514V""",HSI-H4V,HSI-H4V: PW HANG SENG INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06514W""",HSI-H4W,HSI-H4W: PW HANG SENG INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06514X""",HSI-H4X,HSI-H4X: PW HANG SENG INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06514Y""",HSI-H4Y,HSI-H4Y: PW HANG SENG INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06514Z""",HSI-H4Z,HSI-H4Z: PW HANG SENG INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06515A""",HSI-C5A,HSI-C5A: CW HANG SENG INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06515B""",HSI-C5B,HSI-C5B: CW HANG SENG INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06515C""",HSI-C5C,HSI-C5C: CW HANG SENG INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06515D""",HSI-C5D,HSI-C5D: CW HANG SENG INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06515E""",HSI-C5E,HSI-C5E: CW HANG SENG INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06515F""",HSI-C5F,HSI-C5F: CW HANG SENG INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06515G""",HSI-C5G,HSI-C5G: CW HANG SENG INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06515H""",HSI-C5H,HSI-C5H: CW HANG SENG INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06515I""",HSI-C5I,HSI-C5I: CW HANG SENG INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06516A""",HSI-H6A,HSI-H6A: PW HANG SENG INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06516B""",HSI-H6B,HSI-H6B: PW HANG SENG INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06516C""",HSI-H6C,HSI-H6C: PW HANG SENG INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06516D""",HSI-H6D,HSI-H6D: PW HANG SENG INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06516E""",HSI-H6E,HSI-H6E: PW HANG SENG INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06516F""",HSI-H6F,HSI-H6F: PW HANG SENG INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06516G""",HSI-H6G,HSI-H6G: PW HANG SENG INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06516H""",HSI-H6H,HSI-H6H: PW HANG SENG INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06516I""",HSI-H6I,HSI-H6I: PW HANG SENG INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""06516J""",HSI-H6J,HSI-H6J: PW HANG SENG INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""0656CF""",SP500-CF,SP500-CF: CW S&P 500 INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""0656CG""",SP500-CG,SP500-CG: CW S&P 500 INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""0656HF""",SP500-HF,SP500-HF: PW S&P 500 INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""0656HG""",SP500-HG,SP500-HG: PW S&P 500 INDEX (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""070317""",A50CHIN-H17,A50CHIN-H17: PW ETF ISHARES FTSE A50 CHINA INDEX ETF (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""070318""",A50CHIN-C18,A50CHIN-C18: CW ETF ISHARES FTSE A50 CHINA INDEX ETF (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""070319""",A50CHIN-H19,A50CHIN-H19: PW ETF ISHARES FTSE A50 CHINA INDEX ETF (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""070320""",A50CHIN-C20,A50CHIN-C20: CW ETF ISHARES FTSE A50 CHINA INDEX ETF (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""070321""",A50CHIN-H21,A50CHIN-H21: PW ETF ISHARES FTSE A50 CHINA INDEX ETF (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""070322""",A50CHIN-C22,A50CHIN-C22: CW ETF ISHARES FTSE A50 CHINA INDEX ETF (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""070323""",A50CHIN-H23,A50CHIN-H23: PW ETF ISHARES FTSE A50 CHINA INDEX ETF (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""070324""",A50CHIN-C24,A50CHIN-C24: CW ETF ISHARES FTSE A50 CHINA INDEX ETF (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""070325""",A50CHIN-H25,A50CHIN-H25: PW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""070326""",A50CHIN-C26,A50CHIN-C26: CW ISHARES FTSE A50 CHINA INDEX ETF (RHB),STRCWARR,STRUCTURED WARRANTS
"=""070327""",A50CHIN-H27,A50CHIN-H27: PW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""070328""",A50CHIN-C28,A50CHIN-C28: CW ISHARES FTSE A50 CHINA INDEX ETF (RHB),STRCWARR,STRUCTURED WARRANTS
"=""070330""",A50CHIN-C30,A50CHIN-C30: CW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""070332""",A50CHIN-C32,A50CHIN-C32: CW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),STRCWARR,STRUCTURED WARRANTS
"=""0800EA""",ABFMY1,ABF MALAYSIA BOND INDEX FUND,EXCHANGE TRADED,EXCHANGE TRADED FUND-BOND
"=""0820EA""",FBMKLCI-EA,FTSE BURSA MALAYSIA KLCI ETF,EXCHANGE TRADED,EXCHANGE TRADED FUND-EQUITY
"=""0821EA""",MYETFDJ,MyETF DJISLAMICMKTMSIATITANS25,EXCHANGE TRADED,EXCHANGE TRADED FUND-EQUITY
"=""0822EA""",CIMBA40,CIMB FTSE ASEAN 40 MALAYSIA,EXCHANGE TRADED,EXCHANGE TRADED FUND-EQUITY
"=""0823EA""",CIMBC50,CIMB FTSE CHINA 50,EXCHANGE TRADED,EXCHANGE TRADED FUND-EQUITY
"=""0824EA""",MYETFID,MyETF MSCI MALAYSIA ISLAMIC DIVIDEND,EXCHANGE TRADED,EXCHANGE TRADED FUND-EQUITY
"=""0825EA""",METFSID,MyETF MSCI SEA ISLAMIC DIVIDEND,EXCHANGE TRADED,EXCHANGE TRADED FUND-EQUITY
"=""0826EA""",METFAPA,MYETF THOMSON REUTERS ASIA PACIFIC EX-JAPAN ISLAMIC AGRIBUSINESS,EXCHANGE TRADED,EXCHANGE TRADED FUND-EQUITY
"=""0827EA""",METFUS50,MYETF DOW JONES U.S. TITANS 50,EXCHANGE TRADED,EXCHANGE TRADED FUND-EQUITY
"=""0828EA""",GOLDETF,TRADEPLUS SHARIAH GOLD TRACKER,EXCHANGE TRADED,EXCHANGE TRADED FUND-COMMODITY
"=""1007""",AMPROP,AMCORP PROPERTIES BERHAD,MAIN MARKET,PROPERTY
"=""1007PA""",AMPROP-PA,AMCORP PROPERTIES BERHAD - PREFERENCE SHARES A,MAIN MARKET,PROPERTY
"=""1007PB""",AMPROP-PB,AMCORP PROPERTIES BERHAD - PREFERENCE SHARES B,MAIN MARKET,PROPERTY
"=""1015""",AMBANK,AMMB HOLDINGS BHD,MAIN MARKET,FINANCIAL SERVICES
"=""101510""",AMBANK-C10,AMBANK-C10: CW AMMB HOLDINGS BERHAD (CIMB),STRCWARR,FINANCIAL SERVICES
"=""101511""",AMBANK-C11,AMBANK-C11: CW AMMB HOLDINGS BERHAD (MIBB),STRCWARR,FINANCIAL SERVICES
"=""101512""",AMBANK-C12,AMBANK-C12: CW AMMB HOLDINGS BERHAD (RHB),STRCWARR,FINANCIAL SERVICES
"=""1023""",CIMB,CIMB GROUP HOLDINGS BERHAD,MAIN MARKET,FINANCIAL SERVICES
"=""102336""",CIMB-C36,CIMB-C36: CW CIMB GROUP HOLDINGS BERHAD (MACQ),STRCWARR,FINANCIAL SERVICES
"=""102337""",CIMB-C37,CIMB-C37: CW CIMB GROUP HOLDINGS BERHAD (AM),STRCWARR,FINANCIAL SERVICES
"=""102338""",CIMB-C38,CIMB-C38: CW CIMB GROUP HOLDINGS BERHAD (RHB),STRCWARR,FINANCIAL SERVICES
"=""102339""",CIMB-C39,CIMB-C39: CW CIMB GROUP HOLDINGS BERHAD (KIBB),STRCWARR,FINANCIAL SERVICES
"=""102340""",CIMB-C40,CIMB-C40: CW CIMB GROUP HOLDINGS BERHAD (MACQ),STRCWARR,FINANCIAL SERVICES
"=""102341""",CIMB-C41,CIMB-C41: CW CIMB GROUP HOLDINGS BERHAD (MIBB),STRCWARR,FINANCIAL SERVICES
"=""102342""",CIMB-C42,CIMB-C42: CW CIMB GROUP HOLDINGS BERHAD (MIBB),STRCWARR,FINANCIAL SERVICES
"=""102343""",CIMB-C43,CIMB-C43: CW CIMB GROUP HOLDINGS BERHAD (MACQ),STRCWARR,FINANCIAL SERVICES
"=""102344""",CIMB-C44,CIMB-C44: CW CIMB GROUP HOLDINGS BERHAD (KIBB),STRCWARR,FINANCIAL SERVICES
"=""102345""",CIMB-C45,CIMB-C45: CW CIMB GROUP HOLDINGS BERHAD (MACQ),STRCWARR,FINANCIAL SERVICES
"=""1058""",MANULFE,MANULIFE HOLDINGS BERHAD,MAIN MARKET,FINANCIAL SERVICES
"=""1066""",RHBBANK,RHB BANK BERHAD,MAIN MARKET,FINANCIAL SERVICES
"=""106610""",RHBBANKC10,RHBBANKC10: CW RHB BANK BERHAD (MIBB),STRCWARR,FINANCIAL SERVICES
"=""106611""",RHBBANKC11,RHBBANKC11: CW RHB BANK BERHAD (AM),STRCWARR,FINANCIAL SERVICES
